# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)
PST130_00167	PST130_00167	mRNA	0	0	4362	0	0	324	0	0	398	0	0	74	0	0	2	0	0	1459	0	0	0	0	0	0	0	0	0	0	0
PST130_00168	PST130_00168	mRNA	0	0	2638	0	0	234	0	0	413	0	0	179	0	0	6	0	0	3168	0	0	0	0	0	0	0	0	0	0	0
PST130_00169	PST130_00169	mRNA	0	0	1803	0	0	477	0	0	718	0	0	241	0	0	4	0	0	3698	0	0	0	0	0	0	0	0	0	0	0
PST130_00170	PST130_00170	mRNA	0	0	147	0	0	345	0	0	445	0	0	100	0	0	2	0	0	530	0	0	0	0	0	0	0	0	0	0	0
PST130_00171	PST130_00171	mRNA	0	0	4239	0	0	1230	0	0	1444	0	0	214	0	0	6	0	0	39	0	0	0	0	0	0	0	0	0	0	0
PST130_00172	PST130_00172	mRNA	0	0	180	0	0	462	0	0	462	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
PST130_00173	PST130_00173	mRNA	0	0	412	0	0	237	0	0	350	0	0	113	0	0	2	0	0	2126	0	0	0	0	0	0	0	0	0	0	0
PST130_00174	PST130_00174	mRNA	0	0	418	0	0	240	0	0	341	0	0	101	0	0	4	0	0	26	0	0	0	0	0	0	0	0	0	0	0
PST130_00175	PST130_00175	mRNA	0	0	1359	0	0	222	0	0	222	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
PST130_00176	PST130_00176	mRNA	0	0	1877	0	0	480	0	0	850	0	0	370	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00177	PST130_00177	mRNA	0	0	4160	0	0	1440	0	0	1669	0	0	229	0	0	6	0	0	1923	0	0	0	0	0	0	0	0	0	0	0
PST130_00178	PST130_00178	mRNA	0	0	5000	0	0	273	0	0	398	0	0	125	0	0	2	0	0	4055	0	0	0	0	0	0	0	0	0	0	0
PST130_00179	PST130_00179	mRNA	0	0	3306	0	0	2115	0	0	2421	0	0	306	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00180	PST130_00180	mRNA	4	0	5000	0	0	639	0	0	978	0	0	339	0	0	8	0	0	4775	4	0	0	0	0	0	0	0	0	0	0
PST130_00181	PST130_00181	mRNA	0	0	192	0	0	2775	0	0	2846	0	0	71	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00182	PST130_00182	mRNA	0	0	408	4	0	1545	0	0	2121	0	0	576	0	0	10	0	0	5000	0	0	1	0	0	0	0	3	0	0	0
PST130_00183	PST130_00183	mRNA	0	0	300	0	0	816	0	0	1097	0	0	281	0	0	10	0	0	84	0	0	0	0	0	0	0	0	0	0	0
PST130_00184	PST130_00184	mRNA	0	0	21	0	0	276	0	0	393	0	0	117	0	0	2	0	0	607	0	0	0	0	0	0	0	0	0	0	0
PST130_00185	PST130_00185	mRNA	0	0	443	0	0	387	0	0	551	0	0	164	0	0	4	0	0	27	0	0	0	0	0	0	0	0	0	0	0
PST130_00186	PST130_00186	mRNA	0	0	58	0	0	687	0	0	687	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0
PST130_00187	PST130_00187	mRNA	0	0	141	3	0	414	0	0	501	0	0	87	0	0	2	1	0	2212	0	0	1	0	0	0	0	2	0	0	1
PST130_00188	PST130_00188	mRNA	3	0	666	1	0	402	0	0	1234	0	0	832	0	0	10	0	0	954	3	0	0	0	0	0	0	1	0	0	0
PST130_00189	PST130_00189	mRNA	0	0	3	0	0	495	0	0	811	0	0	316	0	0	6	0	0	390	0	0	0	0	0	0	0	0	0	0	0
PST130_00190	PST130_00190	mRNA	0	0	922	0	0	150	0	0	150	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
PST130_00191	PST130_00191	mRNA	0	0	14	0	0	414	0	0	414	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
PST130_00192	PST130_00192	mRNA	0	0	317	0	0	678	0	0	880	0	0	202	0	0	6	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_00193	PST130_00193	mRNA	0	0	5000	0	0	3048	0	0	3874	0	0	826	0	0	18	0	0	1774	0	0	0	0	0	0	0	0	0	0	0
PST130_00194	PST130_00194	mRNA	0	0	1368	0	0	471	0	0	1028	0	0	557	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00195	PST130_00195	mRNA	0	0	3284	0	0	1356	0	0	2299	0	0	943	0	0	22	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00196	PST130_00196	mRNA	0	0	5000	0	0	279	0	0	356	0	0	77	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00197	PST130_00197	mRNA	0	0	183	0	0	1068	0	0	1131	0	0	63	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0
PST130_00198	PST130_00198	mRNA	0	0	1260	0	0	408	0	0	408	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
PST130_00199	PST130_00199	mRNA	0	0	150	0	0	267	0	0	344	0	0	77	0	0	2	0	0	1012	0	0	0	0	0	0	0	0	0	0	0
PST130_00200	PST130_00200	mRNA	0	0	118	0	0	213	0	0	302	0	0	89	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0
PST130_00201	PST130_00201	mRNA	0	0	68	0	0	483	0	0	483	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0
PST130_00202	PST130_00202	mRNA	0	0	5000	2	0	1596	2	0	2011	0	0	415	0	0	6	0	0	4902	0	0	2	0	0	0	0	0	0	0	0
PST130_00203	PST130_00203	mRNA	0	0	61	0	0	408	0	0	483	0	0	75	0	0	4	0	0	760	0	0	0	0	0	0	0	0	0	0	0
PST130_00204	PST130_00204	mRNA	0	0	783	0	0	288	0	0	496	0	0	208	0	0	4	0	0	25	0	0	0	0	0	0	0	0	0	0	0
PST130_00205	PST130_00205	mRNA	0	0	93	8	0	5709	8	0	6918	0	0	1209	0	0	30	0	0	1205	0	0	6	0	0	0	0	2	0	0	0
PST130_00206	PST130_00206	mRNA	0	0	733	0	0	231	0	0	407	0	0	176	0	0	4	0	0	1919	0	0	0	0	0	0	0	0	0	0	0
PST130_00207	PST130_00207	mRNA	0	0	469	1	0	2679	0	0	3135	0	0	456	0	0	12	0	0	708	0	0	1	0	0	0	0	0	0	0	0
PST130_00208	PST130_00208	mRNA	1	0	3750	0	0	240	0	0	307	0	0	67	0	0	2	0	0	255	1	0	0	0	0	0	0	0	0	0	0
PST130_00209	PST130_00209	mRNA	0	0	195	0	0	282	0	0	282	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0
PST130_00210	PST130_00210	mRNA	0	0	5000	0	0	3168	0	0	3717	0	0	549	0	0	16	0	0	822	0	0	0	0	0	0	0	0	0	0	0
PST130_00211	PST130_00211	mRNA	0	0	5000	0	0	1824	0	0	2718	0	0	894	0	0	16	0	0	2438	0	0	0	0	0	0	0	0	0	0	0
PST130_00212	PST130_00212	mRNA	0	0	5000	0	0	1755	0	0	1955	0	0	200	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00213	PST130_00213	mRNA	0	0	5000	0	0	768	0	0	930	0	0	162	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00214	PST130_00214	mRNA	0	0	190	0	0	771	0	0	924	0	0	153	0	0	4	0	0	241	0	0	0	0	0	0	0	0	0	0	0
PST130_00215	PST130_00215	mRNA	0	0	5000	0	0	591	0	0	1203	0	0	612	0	0	12	0	0	1829	0	0	0	0	0	0	0	0	0	0	0
PST130_00216	PST130_00216	mRNA	0	0	5000	0	0	807	0	0	1984	0	0	1177	0	0	18	0	0	1515	0	0	0	0	0	0	0	0	0	0	0
PST130_00217	PST130_00217	mRNA	6	0	3258	9	0	4815	8	0	6566	0	0	1751	0	0	48	0	0	5000	6	0	2	0	0	0	0	7	0	0	0
PST130_00218	PST130_00218	mRNA	0	0	289	6	0	1635	0	0	2507	0	0	872	0	0	10	9	0	5000	0	0	0	0	0	0	0	6	0	0	9
PST130_00219	PST130_00219	mRNA	1	0	5000	0	0	528	0	0	1212	0	0	684	0	0	12	0	0	5000	1	0	0	0	0	0	0	0	0	0	0
PST130_00220	PST130_00220	mRNA	0	0	631	0	0	288	0	0	457	0	0	169	0	0	2	1	0	1742	0	0	0	0	0	0	0	0	0	0	1
PST130_00221	PST130_00221	mRNA	0	0	602	1	0	1074	1	0	1591	0	0	517	0	0	10	0	0	637	0	0	1	0	0	0	0	0	0	0	0
PST130_00222	PST130_00222	mRNA	0	0	23	0	0	252	0	0	382	0	0	130	0	0	2	3	0	4858	0	0	0	0	0	0	0	0	0	0	3
PST130_00223	PST130_00223	mRNA	0	0	2332	3	0	2358	0	0	2810	0	0	452	0	0	14	0	0	121	0	0	0	0	0	0	0	3	0	0	0
PST130_00224	PST130_00224	mRNA	0	0	932	0	0	195	0	0	401	0	0	206	0	0	4	0	0	402	0	0	0	0	0	0	0	0	0	0	0
PST130_00225	PST130_00225	mRNA	0	0	981	0	0	2781	0	0	3081	0	0	300	0	0	8	0	0	1474	0	0	0	0	0	0	0	0	0	0	0
PST130_00226	PST130_00226	mRNA	0	0	4073	0	0	498	0	0	574	0	0	76	0	0	2	0	0	889	0	0	0	0	0	0	0	0	0	0	0
PST130_00227	PST130_00227	mRNA	0	0	138	0	0	198	0	0	336	0	0	138	0	0	2	0	0	104	0	0	0	0	0	0	0	0	0	0	0
PST130_00228	PST130_00228	mRNA	0	0	14	2	0	456	2	0	456	0	0	0	0	0	0	0	0	129	0	0	2	0	0	0	0	0	0	0	0
PST130_00229	PST130_00229	mRNA	0	0	419	0	0	282	0	0	467	0	0	185	0	0	4	0	0	3009	0	0	0	0	0	0	0	0	0	0	0
PST130_00230	PST130_00230	mRNA	0	0	983	0	0	384	0	0	1055	0	0	671	0	0	6	0	0	1857	0	0	0	0	0	0	0	0	0	0	0
PST130_00231	PST130_00231	mRNA	0	0	715	0	0	1650	0	0	1650	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
PST130_00232	PST130_00232	mRNA	0	0	712	1	0	285	1	0	285	0	0	0	0	0	0	0	0	316	0	0	1	0	0	0	0	0	0	0	0
PST130_00233	PST130_00233	mRNA	0	0	80	0	0	120	0	0	273	0	0	153	0	0	4	0	0	228	0	0	0	0	0	0	0	0	0	0	0
PST130_00234	PST130_00234	mRNA	0	0	210	0	0	204	0	0	267	0	0	63	0	0	2	0	0	3308	0	0	0	0	0	0	0	0	0	0	0
PST130_00235	PST130_00235	mRNA	0	0	984	0	0	882	0	0	1144	0	0	262	0	0	8	0	0	1657	0	0	0	0	0	0	0	0	0	0	0
PST130_00236	PST130_00236	mRNA	0	0	1094	0	0	201	0	0	587	0	0	386	0	0	4	0	0	1047	0	0	0	0	0	0	0	0	0	0	0
PST130_00237	PST130_00237	mRNA	0	0	5000	1	0	1059	1	0	1451	0	0	392	0	0	6	0	0	560	0	0	1	0	0	0	0	0	0	0	0
PST130_00238	PST130_00238	mRNA	0	0	5000	0	0	291	0	0	851	0	0	560	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00239	PST130_00239	mRNA	0	0	5000	0	0	1179	0	0	1671	0	0	492	0	0	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00240	PST130_00240	mRNA	0	0	1561	0	0	798	0	0	931	0	0	133	0	0	4	0	0	2044	0	0	0	0	0	0	0	0	0	0	0
PST130_00241	PST130_00241	mRNA	0	0	3495	0	0	687	0	0	701	0	0	14	0	0	2	0	0	340	0	0	0	0	0	0	0	0	0	0	0
PST130_00242	PST130_00242	mRNA	0	0	44	0	0	693	0	0	693	0	0	0	0	0	0	0	0	2321	0	0	0	0	0	0	0	0	0	0	0
PST130_00243	PST130_00243	mRNA	0	0	38	1	0	684	1	0	684	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	1	0	0	0
PST130_00244	PST130_00244	mRNA	0	0	1763	0	0	357	0	0	504	0	0	147	0	0	4	0	0	1128	0	0	0	0	0	0	0	0	0	0	0
PST130_00245	PST130_00245	mRNA	0	0	404	0	0	324	0	0	347	0	0	23	0	0	2	0	0	661	0	0	0	0	0	0	0	0	0	0	0
PST130_00246	PST130_00246	mRNA	0	0	37	0	0	465	0	0	465	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
PST130_00248	PST130_00248	mRNA	0	0	2203	11	0	1014	11	0	1828	0	0	814	0	0	12	0	0	542	0	0	1	0	0	0	0	10	0	0	0
PST130_00249	PST130_00249	mRNA	0	0	13	0	0	414	0	0	495	0	0	81	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0
PST130_00250	PST130_00250	mRNA	0	0	101	3	0	372	3	0	453	0	0	81	0	0	2	0	0	1834	0	0	3	0	0	0	0	0	0	0	0
PST130_00251	PST130_00251	mRNA	0	0	31	5	0	1689	5	0	1934	0	0	245	0	0	6	0	0	516	0	0	4	0	0	0	0	1	0	0	0
PST130_00252	PST130_00252	mRNA	0	0	2	0	0	1350	0	0	1691	0	0	341	0	0	12	0	0	98	0	0	0	0	0	0	0	0	0	0	0
PST130_00253	PST130_00253	mRNA	0	0	231	1	0	2460	0	0	3437	0	0	977	0	0	16	11	0	5000	0	0	0	0	0	0	0	1	0	0	11
PST130_00254	PST130_00254	mRNA	1	0	4524	11	0	2607	0	0	3474	0	0	867	0	0	16	0	0	1608	1	0	4	0	0	0	1	6	0	0	0
PST130_00255	PST130_00255	mRNA	0	0	8	0	0	600	0	0	693	0	0	93	0	0	2	0	0	924	0	0	0	0	0	0	0	0	0	0	0
PST130_00256	PST130_00256	mRNA	0	0	103	0	0	132	0	0	132	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
PST130_00257	PST130_00257	mRNA	0	0	1572	0	0	420	0	0	808	0	0	388	0	0	2	0	0	4598	0	0	0	0	0	0	0	0	0	0	0
PST130_00258	PST130_00258	mRNA	0	0	5000	0	0	303	0	0	329	0	0	26	0	0	2	0	0	937	0	0	0	0	0	0	0	0	0	0	0
PST130_00259	PST130_00259	mRNA	0	0	1057	0	0	483	0	0	593	0	0	110	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00260	PST130_00260	mRNA	0	0	544	0	0	297	0	0	462	0	0	165	0	0	2	0	0	354	0	0	0	0	0	0	0	0	0	0	0
PST130_00261	PST130_00261	mRNA	0	0	556	0	0	606	0	0	606	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0
PST130_00262	PST130_00262	mRNA	0	0	4471	0	0	354	0	0	482	0	0	128	0	0	2	0	0	1008	0	0	0	0	0	0	0	0	0	0	0
PST130_00263	PST130_00263	mRNA	0	0	5000	0	0	183	0	0	289	0	0	106	0	0	2	0	0	91	0	0	0	0	0	0	0	0	0	0	0
PST130_00264	PST130_00264	mRNA	0	0	659	2	0	1287	2	0	2750	0	0	1463	0	0	10	0	0	5000	0	0	0	0	0	0	0	2	0	0	0
PST130_00265	PST130_00265	mRNA	3	0	5000	2	0	372	0	0	642	0	0	270	0	0	2	0	0	2774	3	0	1	0	0	1	0	0	0	0	0
PST130_00266	PST130_00266	mRNA	0	0	5000	0	0	795	0	0	1033	0	0	238	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	3
PST130_00267	PST130_00267	mRNA	2	0	4076	3	0	3216	0	0	4312	0	0	1096	0	0	20	0	0	5000	2	0	1	0	0	0	0	2	0	0	0
PST130_00268	PST130_00268	mRNA	0	0	2959	0	0	1284	0	0	1495	0	0	211	0	0	2	0	0	319	0	0	0	0	0	0	0	0	0	0	0
PST130_00269	PST130_00269	mRNA	0	0	953	0	0	180	0	0	443	0	0	263	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00270	PST130_00270	mRNA	0	0	5000	0	0	210	0	0	303	0	0	93	0	0	2	0	0	1205	0	0	0	0	0	0	0	0	0	0	0
PST130_00271	PST130_00271	mRNA	3	0	5000	1	0	1275	0	0	1884	0	0	609	0	0	14	0	0	3136	3	0	0	0	0	0	0	1	0	0	0
PST130_00272	PST130_00272	mRNA	1	0	5000	0	0	339	0	0	535	0	0	196	0	0	4	3	0	2250	1	0	0	0	0	0	0	0	0	0	3
PST130_00273	PST130_00273	mRNA	0	0	1924	0	0	288	0	0	288	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00274	PST130_00274	mRNA	0	0	3	3	0	1638	0	0	2099	0	0	461	0	0	6	1	0	5000	0	0	1	0	0	0	0	2	0	0	1
PST130_00275	PST130_00275	mRNA	0	0	238	0	0	474	0	0	648	0	0	174	0	0	6	0	0	370	0	0	0	0	0	0	0	0	0	0	0
PST130_00276	PST130_00276	mRNA	0	0	54	0	0	864	0	0	935	0	0	71	0	0	2	0	0	1473	0	0	0	0	0	0	0	0	0	0	0
PST130_00277	PST130_00277	mRNA	0	0	29	0	0	612	0	0	628	0	0	16	0	0	2	0	0	104	0	0	0	0	0	0	0	0	0	0	0
PST130_00278	PST130_00278	mRNA	0	0	229	0	0	297	0	0	331	0	0	34	0	0	2	0	0	2169	0	0	0	0	0	0	0	0	0	0	0
PST130_00279	PST130_00279	mRNA	0	0	432	0	0	588	0	0	1045	0	0	457	0	0	8	0	0	1249	0	0	0	0	0	0	0	0	0	0	0
PST130_00280	PST130_00280	mRNA	0	0	5000	6	0	1284	0	0	1637	0	0	353	0	0	8	0	0	5000	0	0	4	0	0	0	0	2	0	0	0
PST130_00281	PST130_00281	mRNA	3	0	5000	0	0	252	0	0	542	0	0	290	0	0	2	12	0	5000	3	0	0	0	0	0	0	0	0	0	12
PST130_00282	PST130_00282	mRNA	0	0	5000	0	0	2040	0	0	3015	0	0	975	0	0	30	4	0	5000	0	0	0	0	0	0	0	0	0	0	4
PST130_00283	PST130_00283	mRNA	12	0	5000	4	0	1275	0	0	1366	0	0	91	0	0	2	0	0	5000	12	0	3	0	0	0	0	2	0	0	0
PST130_00284	PST130_00284	mRNA	0	0	5000	0	0	738	0	0	988	0	0	250	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00285	PST130_00285	mRNA	0	0	3178	6	0	624	0	0	672	0	0	48	0	0	2	0	0	5000	0	0	4	0	0	0	0	2	0	0	0
PST130_00286	PST130_00286	mRNA	0	0	3989	0	0	534	0	0	995	0	0	461	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00287	PST130_00287	mRNA	0	0	2442	0	0	582	0	0	942	0	0	360	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00288	PST130_00288	mRNA	0	0	5000	0	0	1203	0	0	1430	0	0	227	0	0	4	0	0	910	0	0	0	0	0	0	0	0	0	0	0
PST130_00290	PST130_00290	mRNA	0	0	1248	0	0	1428	0	0	1622	0	0	194	0	0	4	0	0	779	0	0	0	0	0	0	0	0	0	0	0
PST130_00291	PST130_00291	mRNA	0	0	410	0	0	360	0	0	360	0	0	0	0	0	0	0	0	1536	0	0	0	0	0	0	0	0	0	0	0
PST130_00292	PST130_00292	mRNA	0	0	71	6	0	636	6	0	972	0	0	336	0	0	8	0	0	3	0	0	2	0	0	0	0	4	0	0	0
PST130_00293	PST130_00293	mRNA	0	0	53	0	0	1131	0	0	1348	0	0	217	0	0	6	0	0	108	0	0	0	0	0	0	0	0	0	0	0
PST130_00294	PST130_00294	mRNA	0	0	2209	0	0	210	0	0	278	0	0	68	0	0	2	0	0	821	0	0	0	0	0	0	0	0	0	0	0
PST130_00295	PST130_00295	mRNA	0	0	1077	7	0	1902	7	0	3515	0	0	1613	0	0	32	0	0	1797	0	0	1	0	0	0	0	6	0	0	0
PST130_00296	PST130_00296	mRNA	0	0	3757	0	0	375	0	0	661	0	0	286	0	0	2	0	0	104	0	0	0	0	0	0	0	0	0	0	0
PST130_00297	PST130_00297	mRNA	0	0	951	0	0	1062	0	0	1292	0	0	230	0	0	4	0	0	2279	0	0	0	0	0	0	0	0	0	0	0
PST130_00298	PST130_00298	mRNA	2	0	5000	0	0	279	0	0	574	0	0	295	0	0	6	0	0	336	2	0	0	0	0	0	0	0	0	0	0
PST130_00299	PST130_00299	mRNA	0	0	1137	2	0	693	0	0	1002	0	0	309	0	0	8	2	0	5000	0	0	1	0	0	0	0	1	0	0	2
PST130_00300	PST130_00300	mRNA	0	0	3510	2	0	3036	0	0	3286	0	0	250	0	0	6	2	0	2557	0	0	0	0	0	0	0	2	0	0	2
PST130_00301	PST130_00301	mRNA	0	0	2198	2	0	2169	2	0	2661	0	0	492	0	0	12	0	0	1311	0	0	0	0	0	0	0	2	0	0	0
PST130_00302	PST130_00302	mRNA	0	0	190	0	0	1161	0	0	1433	0	0	272	0	0	6	0	0	546	0	0	0	0	0	0	0	0	0	0	0
PST130_00303	PST130_00303	mRNA	0	0	197	0	0	669	0	0	738	0	0	69	0	0	2	0	0	378	0	0	0	0	0	0	0	0	0	0	0
PST130_00304	PST130_00304	mRNA	0	0	1959	1	0	195	1	0	250	0	0	55	0	0	4	0	0	1853	0	0	0	0	0	0	0	1	0	0	0
PST130_00305	PST130_00305	mRNA	0	0	1185	0	0	219	0	0	822	0	0	603	0	0	6	0	0	2055	0	0	0	0	1	0	0	0	0	0	0
PST130_00306	PST130_00306	mRNA	0	0	2535	0	0	597	0	0	805	0	0	208	0	0	4	0	0	4573	0	0	0	0	0	0	0	0	0	0	0
PST130_00307	PST130_00307	mRNA	0	0	5000	0	0	1269	0	0	1968	0	0	699	0	0	14	0	0	860	0	0	0	0	0	0	0	0	0	0	0
PST130_00308	PST130_00308	mRNA	0	0	1199	0	0	402	0	0	488	0	0	86	0	0	2	0	0	149	0	0	0	0	0	0	0	0	0	0	0
PST130_00309	PST130_00309	mRNA	0	0	748	0	0	519	0	0	757	0	0	238	0	0	4	0	0	1106	0	0	0	0	0	0	0	0	0	0	0
PST130_00310	PST130_00310	mRNA	0	0	835	0	0	219	0	0	630	0	0	411	0	0	2	0	0	2426	0	0	0	0	0	0	0	0	0	0	0
PST130_00311	PST130_00311	mRNA	0	0	72	0	0	930	0	0	1449	0	0	519	0	0	2	0	0	2274	0	0	0	0	0	0	0	0	0	0	0
PST130_00312	PST130_00312	mRNA	0	0	1676	0	0	1206	0	0	1319	0	0	113	0	0	4	0	0	800	0	0	0	0	0	0	0	0	0	0	0
PST130_00313	PST130_00313	mRNA	0	0	265	0	0	819	0	0	952	0	0	133	0	0	2	0	0	132	0	0	0	0	0	0	0	0	0	0	0
PST130_00314	PST130_00314	mRNA	0	0	4360	0	0	636	0	0	877	0	0	241	0	0	6	0	0	4381	0	0	0	0	0	0	0	0	0	0	0
PST130_00315	PST130_00315	mRNA	0	0	3304	0	0	597	0	0	597	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00316	PST130_00316	mRNA	0	0	5000	0	0	1323	0	0	1409	0	0	86	0	0	4	0	0	278	0	0	0	0	0	0	0	0	0	0	0
PST130_00317	PST130_00317	mRNA	0	0	622	0	0	1794	0	0	1924	0	0	130	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00318	PST130_00318	mRNA	0	0	2540	0	0	900	0	0	987	0	0	87	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_00319	PST130_00319	mRNA	0	0	1949	0	0	558	0	0	558	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
PST130_00320	PST130_00320	mRNA	0	0	17	2	0	1494	2	0	2265	0	0	771	0	0	18	0	0	706	0	0	0	0	0	0	0	2	0	0	0
PST130_00321	PST130_00321	mRNA	0	0	53	0	0	750	0	0	828	0	0	78	0	0	2	0	0	2614	0	0	0	0	0	0	0	0	0	0	0
PST130_00322	PST130_00322	mRNA	0	0	1940	0	0	1245	0	0	1366	0	0	121	0	0	2	0	0	189	0	0	0	0	0	0	0	0	0	0	0
PST130_00323	PST130_00323	mRNA	0	0	2728	0	0	426	0	0	426	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
PST130_00324	PST130_00324	mRNA	0	0	915	1	0	549	1	0	713	0	0	164	0	0	4	0	0	1497	0	0	1	0	0	0	0	0	0	0	0
PST130_00325	PST130_00325	mRNA	0	0	731	8	0	2085	8	0	2639	0	0	554	0	0	22	0	0	1106	0	0	7	0	0	0	0	1	0	0	0
PST130_00326	PST130_00326	mRNA	0	0	68	0	0	447	0	0	551	0	0	104	0	0	2	0	0	3615	0	0	0	0	0	0	0	0	0	0	0
PST130_00327	PST130_00327	mRNA	0	0	12	0	0	318	0	0	318	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
PST130_00328	PST130_00328	mRNA	0	0	538	0	0	1269	0	0	1334	0	0	65	0	0	2	0	0	4078	0	0	0	0	0	0	0	0	0	0	0
PST130_00329	PST130_00329	mRNA	0	0	2859	0	0	1896	0	0	2386	0	0	490	0	0	10	0	0	705	0	0	0	0	0	0	0	0	0	0	0
PST130_00330	PST130_00330	mRNA	0	0	699	6	0	1305	6	0	1742	0	0	437	0	0	16	0	0	218	0	0	4	0	0	0	0	2	0	0	0
PST130_00331	PST130_00331	mRNA	0	0	1189	0	0	207	0	0	356	0	0	149	0	0	4	0	0	386	0	0	0	0	0	0	0	0	0	0	0
PST130_00332	PST130_00332	mRNA	0	0	33	0	0	486	0	0	1099	0	0	613	0	0	12	0	0	799	0	0	0	0	0	0	0	0	0	0	0
PST130_00333	PST130_00333	mRNA	0	0	1250	0	0	927	0	0	1473	0	0	546	0	0	14	1	0	2714	0	0	0	0	0	0	0	0	0	0	1
PST130_00334	PST130_00334	mRNA	0	0	3599	1	0	732	0	0	1477	0	0	745	0	0	12	0	0	361	0	0	1	0	0	0	0	0	0	0	0
PST130_00335	PST130_00335	mRNA	0	0	438	0	0	612	0	0	993	0	0	381	0	0	8	7	0	2703	0	0	0	0	0	0	0	0	0	0	7
PST130_00336	PST130_00336	mRNA	0	0	362	7	0	1248	0	0	1321	0	0	73	0	0	2	0	0	2451	0	0	1	0	0	2	0	4	0	0	0
PST130_00337	PST130_00337	mRNA	0	0	31	0	0	3906	0	0	4144	0	0	238	0	0	10	0	0	610	0	0	0	0	0	0	0	0	0	0	0
PST130_00338	PST130_00338	mRNA	1	0	4311	0	0	714	0	0	987	0	0	273	0	0	2	0	0	2713	1	0	0	0	0	0	0	0	0	0	0
PST130_00339	PST130_00339	mRNA	0	0	5000	1	0	1218	0	0	1299	0	0	81	0	0	2	0	0	1237	0	0	0	0	0	0	0	1	0	0	0
PST130_00340	PST130_00340	mRNA	1	0	5000	1	0	570	0	0	1540	0	0	970	0	0	10	3	0	3528	1	0	1	0	0	0	0	0	0	0	3
